"region" "district" "const" "candidate" "party" "sex" "votes" "spltvotes" "perc"
"IRINGA" "WILAYA YA MUFINDI" "MUFINDI KUSINI" "SALOME AUGUSTINO MANGULA" "CUF" "F" 7719 2640 15.7
"IRINGA" "WILAYA YA MUFINDI" "MUFINDI KUSINI" "MOHAMED MAKUKE MJINJA" "CHAUSTA" "M" 797 2640 1.6
"IRINGA" "WILAYA YA MUFINDI" "MUFINDI KUSINI" "FULGENCE EGIDI MUNYANYI" "SAU" "M" 543 2640 1.1
"IRINGA" "WILAYA YA NJOMBE" "NJOMBE KASKAZINI" "JACKSON MUVANGILA MAKWETA" "CCM" "M" 33899 2271 65.7
"IRINGA" "WILAYA YA NJOMBE" "NJOMBE KASKAZINI" "LUDALIKO NYAGAWA ALATANGA" "CHADEMA" "M" 15596 2271 30.2
"IRINGA" "WILAYA YA NJOMBE" "NJOMBE KASKAZINI" "LAULA INOSENTI MALEKELA" "CUF" "F" 1793 2271 3.5
"IRINGA" "WILAYA YA NJOMBE" "NJOMBE KASKAZINI" "JESSAN ERENEST KAPINGA" "CHAUSTA" "M" 296 2271 0.6
"IRINGA" "WILAYA YA NJOMBE" "NJOMBE KUSINI" "SEMAMBA ANNE MAKINDA" "CCM" "F" 28381 2721 83.3
"IRINGA" "WILAYA YA NJOMBE" "NJOMBE KUSINI" "MARTIN JUJU DANDA" "CHADEMA" "M" 5315 2721 15.6
"IRINGA" "WILAYA YA NJOMBE" "NJOMBE KUSINI" "GODFREY AYUBU HONGOLI" "CUF" "M" 355 2721 1
"IRINGA" "WILAYA YA NJOMBE" "NJOMBE MAGHARIBI" "STANLEY KEVELA YONO" "CCM" "M" 52191 1876 96.5
"IRINGA" "WILAYA YA NJOMBE" "NJOMBE MAGHARIBI" "JACOB LICHANO MHANGA" "CUF" "M" 988 1876 1.8
"IRINGA" "WILAYA YA NJOMBE" "NJOMBE MAGHARIBI" "MARTIN KIFAGI FUTTE" "TLP" "M" 885 1876 1.6
"KAGERA" "MANISPAA YA BUKOBA" "BUKOBA MJINI" "SUEDI KHAMIS KAGASHEKI" "CCM" "M" 18755 477 50.2
"KAGERA" "MANISPAA YA BUKOBA" "BUKOBA MJINI" "WILFRED MUGANYIZI LWAKATARE" "CUF" "M" 18569 477 49.8
"KAGERA" "WILAYA YA BIHARAMULO" "BIHARAMULO MAGHARIBI" "KASHEMEZA PHARES KABUYE" "TLP" "M" 24234 5502 48.3
"KAGERA" "WILAYA YA BIHARAMULO" "BIHARAMULO MAGHARIBI" "KASAZI CHOYA ANATORY" "CCM" "M" 23032 5502 45.9
"KAGERA" "WILAYA YA BIHARAMULO" "BIHARAMULO MAGHARIBI" "IDD SADICK RASHIDI" "CUF" "M" 1575 5502 3.1
"KAGERA" "WILAYA YA BIHARAMULO" "BIHARAMULO MAGHARIBI" "GERALD NZIGU FAUSTINE" "CHADEMA" "M" 1345 5502 2.7
"KAGERA" "WILAYA YA BIHARAMULO" "BIHARAMULO MASHARIKI" "JOHN JOSEPH  MAGUFULI" "CCM" "M" 0 0 NA
"KAGERA" "WILAYA YA BUKOBA" "BUKOBA VIJIJINI" "NAZIR MUSTAFA KARAMAGI" "CCM" "M" 54964 3930 61.9
"KAGERA" "WILAYA YA BUKOBA" "BUKOBA VIJIJINI" "TWAHA ISSA TASLIMA" "CUF" "M" 30711 3930 34.6
"KAGERA" "WILAYA YA BUKOBA" "BUKOBA VIJIJINI" "MUKWENDA KAGASHEKI STANSLAUS" "CHADEMA" "M" 3174 3930 3.6
"KAGERA" "WILAYA YA BUKOBA" "NKENGE" "IBRAHIM MUJUBA  ABOUD" "CUF" "M" 0 0 NA
"KAGERA" "WILAYA YA KARAGWE" "KARAGWE" "BEGUMISA GOSBERT BLANDES" "CCM" "M" 53220 2710 68.2
"KAGERA" "WILAYA YA KARAGWE" "KARAGWE" "RUGAMBWA CYRILLO PESHA" "CHADEMA" "M" 24513 2710 31.4
"KAGERA" "WILAYA YA KARAGWE" "KARAGWE" "ADELBERT BURCHARD RWEHABURA" "CHAUSTA" "M" 172 2710 0.2
"KAGERA" "WILAYA YA KARAGWE" "KARAGWE" "SWALEHE MADANIO" "CUF" "M" 141 2710 0.2
"KAGERA" "WILAYA YA KARAGWE" "KYERWA" "EUSTACE OSLER KATAGIRA" "CCM" "M" 39289 1537 52.9
"KAGERA" "WILAYA YA KARAGWE" "KYERWA" "BENEDICTO MUTACHOKA MUTUNGIREHI" "TLP" "M" 34994 1537 47.1
"KAGERA" "WILAYA YA MULEBA" "MULEBA KASKAZINI" "BLASIO MSAFIRI RUTH" "CCM" "F" 23026 1776 47.8
"KAGERA" "WILAYA YA MULEBA" "MULEBA KASKAZINI" "PASTOR NGAIZA CHRISTOPHER" "CHADEMA" "M" 19900 1776 41.3
"KAGERA" "WILAYA YA MULEBA" "MULEBA KASKAZINI" "DOMINIKO NGAIZA ANTHONY" "TLP" "M" 4929 1776 10.2
"KAGERA" "WILAYA YA MULEBA" "MULEBA KASKAZINI" "PETER PAUL NSABE" "CUF" "M" 277 1776 0.6
"KAGERA" "WILAYA YA MULEBA" "MULEBA KASKAZINI" "ABDALLAH KABIRIGA MURSHID" "CHAUSTA" "M" 80 1776 0.2
"KAGERA" "WILAYA YA MULEBA" "MULEBA KUSINI" "WILSON MUTAGAYWA MASILINGI" "CCM" "M" 76801 4344 91
"KAGERA" "WILAYA YA MULEBA" "MULEBA KUSINI" "DAWSON ZABRON NGASANILE" "CUF" "M" 3742 4344 4.4
"KAGERA" "WILAYA YA MULEBA" "MULEBA KUSINI" "KIKAIJA MZOTO JOSEPH" "CHADEMA" "M" 1400 4344 1.7
"KAGERA" "WILAYA YA MULEBA" "MULEBA KUSINI" "NGAIZA TRZPHON OMUTONGOLE" "DP" "M" 1171 4344 1.4
"KAGERA" "WILAYA YA MULEBA" "MULEBA KUSINI" "DIDAS ALOYCE RUTAKYAMIRWA" "CHAUSTA" "M" 726 4344 0.9
"KAGERA" "WILAYA YA MULEBA" "MULEBA KUSINI" "BASIMAKI KAPIA FULGENCE" "NCCR-MAGEUZI" "M" 519 4344 0.6
"KAGERA" "WILAYA YA NGARA" "NGARA" "FEETHAM FILIPO BANYIKWA" "CCM" "M" 56652 7232 73.8
"KAGERA" "WILAYA YA NGARA" "NGARA" "SAMUEL MUGISHA RUHUZA" "NCCR-MAGEUZI" "M" 18593 7232 24.2
"KAGERA" "WILAYA YA NGARA" "NGARA" "SEIF ALLY MPOROGOMI" "CUF" "M" 1486 7232 1.9
"KASKAZINI PEMBA" "MICHEWENI" "KONDE" "DR TARAB  ALI ALI" "CUF" "M" 5582 133 85.1
"KASKAZINI PEMBA" "MICHEWENI" "KONDE" "KOMBO KHATIB SAID" "CCM" "M" 619 133 9.4
"KASKAZINI PEMBA" "MICHEWENI" "KONDE" "DR MUHAMED FADHIL SOUD" "Jahazi Asilia" "M" 299 133 4.6
"KASKAZINI PEMBA" "MICHEWENI" "KONDE" "ABDURAHIM SULOUM SHOLO" "NCCR-MAGEUZI" "M" 53 133 0.8
"KASKAZINI PEMBA" "MICHEWENI" "KONDE" "RASHID ALLY SALEH" "SAU" "M" 9 133 0.1
"KASKAZINI PEMBA" "MICHEWENI" "MGOGONI" "ALI SAIDI MOHAMEDI" "CUF" "M" 5632 338 84.4
"KASKAZINI PEMBA" "MICHEWENI" "MGOGONI" "MBAROUK ALI HAMAD" "CCM" "M" 905 338 13.6
"KASKAZINI PEMBA" "MICHEWENI" "MGOGONI" "ABDALLA HASSAN ALI" "DP" "M" 94 338 1.4
"KASKAZINI PEMBA" "MICHEWENI" "MGOGONI" "KHAMIS SHEHE ALI" "NCCR-MAGEUZI" "M" 41 338 0.6
"KASKAZINI PEMBA" "MICHEWENI" "MICHEWENI" "KHAMIS JUMA SHOKA" "CUF" "M" 5554 395 75.2
"KASKAZINI PEMBA" "MICHEWENI" "MICHEWENI" "BAKARI KOMBO KOMBO" "CCM" "M" 1633 395 22.1
"KASKAZINI PEMBA" "MICHEWENI" "MICHEWENI" "JUMA FAKI MOSE" "NCCR-MAGEUZI" "F" 121 395 1.6
"KASKAZINI PEMBA" "MICHEWENI" "MICHEWENI" "SHARIF KHAMIS KHAMIS" "TLP" "M" 73 395 1
"KASKAZINI PEMBA" "MICHEWENI" "TUMBE" "ABDALLA KHALFAN SALIM" "CUF" "M" 6396 303 89.3
"KASKAZINI PEMBA" "MICHEWENI" "TUMBE" "ABDALLA KHAMIS RASHID" "CCM" "M" 683 303 9.5
"KASKAZINI PEMBA" "MICHEWENI" "TUMBE" "KHATIB HAMAD HAMAD" "DP" "M" 80 303 1.1
"KASKAZINI PEMBA" "WETE" "GANDO" "SULEIMAN KHALIFA KHALIFA" "CUF" "M" 5211 95 82.8
"KASKAZINI PEMBA" "WETE" "GANDO" "ALI NUHU ABDULRRAHMAN" "CCM" "M" 790 95 12.6
"KASKAZINI PEMBA" "WETE" "GANDO" "MWITUMBE MBAROUK HAMAD" "CHADEMA" "M" 220 95 3.5
"KASKAZINI PEMBA" "WETE" "GANDO" "OMAR SAID MUSSA" "Jahazi Asilia" "M" 32 95 0.5
"KASKAZINI PEMBA" "WETE" "GANDO" "BARAKA HAMAD AMOUR" "SAU" "M" 29 95 0.5
"KASKAZINI PEMBA" "WETE" "GANDO" "AHMED SALIM SALIM" "NLD" "M" 12 95 0.2
"KASKAZINI PEMBA" "WETE" "KOJANI" "YUSSUF MOH'D SALIM" "CUF" "M" 7124 263 87.6
"KASKAZINI PEMBA" "WETE" "KOJANI" "JUMA MWIYAKA CHUMU" "CCM" "F" 700 263 8.6
"KASKAZINI PEMBA" "WETE" "KOJANI" "BAKAR ALI ALI" "CHADEMA" "M" 139 263 1.7
"KASKAZINI PEMBA" "WETE" "KOJANI" "SHAAME BAKAR MEJA" "NCCR-MAGEUZI" "M" 86 263 1.1
"KASKAZINI PEMBA" "WETE" "KOJANI" "ALI MAKAME JUMA" "UDP" "M" 43 263 0.5
"KASKAZINI PEMBA" "WETE" "KOJANI" "JUMA ALI SULEIMAN" "Jahazi Asilia" "M" 23 263 0.3
"KASKAZINI PEMBA" "WETE" "KOJANI" "HUSSEIN KHAMIS RAMLA" "SAU" "F" 21 263 0.3
"KASKAZINI PEMBA" "WETE" "MTAMBWE" "SAID OMAR JUMA" "CUF" "M" 5962 123 93.8
"KASKAZINI PEMBA" "WETE" "MTAMBWE" "ISMAIL ALI ALI" "CCM" "M" 299 123 4.7
"KASKAZINI PEMBA" "WETE" "MTAMBWE" "SAID KHALFAN RASHID" "TLP" "M" 57 123 0.9
"KASKAZINI PEMBA" "WETE" "MTAMBWE" "MAHADHI SALEH MOH'D" "SAU" "M" 36 123 0.6
"KASKAZINI PEMBA" "WETE" "OLE" "SHAMIS FAKI BAKAR" "CUF" "M" 5928 151 82.7
"KASKAZINI PEMBA" "WETE" "OLE" "FAKI KHAMIS ABDULLA" "CCM" "M" 837 151 11.7
"KASKAZINI PEMBA" "WETE" "OLE" "MAKAME ISSA SULEIMAN" "CHADEMA" "M" 385 151 5.4
"KASKAZINI PEMBA" "WETE" "OLE" "SAID ABRAHMAN SULEMAN" "DP" "M" 19 151 0.3
"KASKAZINI PEMBA" "WETE" "WETE" "ABASS JECHA MWADINI" "CUF" "M" 6529 165 82.3
"KASKAZINI PEMBA" "WETE" "WETE" "SHAMATA HAMAD HAMAD" "CCM" "M" 1236 165 15.6
"KASKAZINI PEMBA" "WETE" "WETE" "ALI HAMAD ISSA" "CHADEMA" "M" 54 165 0.7
"KASKAZINI PEMBA" "WETE" "WETE" "ALI SALIM SHARIF" "TLP" "M" 42 165 0.5
"KASKAZINI PEMBA" "WETE" "WETE" "JUMA AME ABDI" "NLD" "M" 24 165 0.3
"KASKAZINI PEMBA" "WETE" "WETE" "KHAMIS SHAAME SLEMAN" "UMD" "M" 23 165 0.3
"KASKAZINI PEMBA" "WETE" "WETE" "HUSSEIN KHAMIS FATMA" "SAU" "F" 23 165 0.3
"KASKAZINI UNGUJA" "KASKAZINI A" "CHAANI" "JUMA HAJI ALI" "CCM" "M" 7539 257 87.9
"KASKAZINI UNGUJA" "KASKAZINI A" "CHAANI" "MACHANO MAHMOUD MAHMOUD" "CUF" "M" 878 257 10.2
"KASKAZINI UNGUJA" "KASKAZINI A" "CHAANI" "MUSSA FUMU PANDU" "Jahazi Asilia" "M" 100 257 1.2
"KASKAZINI UNGUJA" "KASKAZINI A" "CHAANI" "KHAMIS SALUM ISSA" "CHADEMA" "M" 42 257 0.5
"KASKAZINI UNGUJA" "KASKAZINI A" "CHAANI" "HIJA MTUMWA HUSSEIN" "TADEA" "M" 17 257 0.2
"KASKAZINI UNGUJA" "KASKAZINI A" "MATEMWE" "KHATIB AMEIR KHERI" "CCM" "M" 3945 0 73.7
"KASKAZINI UNGUJA" "KASKAZINI A" "MATEMWE" "HAJI AME KHAMISI" "CUF" "M" 792 0 14.8
"KASKAZINI UNGUJA" "KASKAZINI A" "MATEMWE" "PANDU ALI MTWANA" "Jahazi Asilia" "M" 459 0 8.6
"KASKAZINI UNGUJA" "KASKAZINI A" "MATEMWE" "JUMA ALI POSHO" "CHADEMA" "M" 111 0 2.1
"KASKAZINI UNGUJA" "KASKAZINI A" "MATEMWE" "ALLY HAJI SEIF" "TADEA" "M" 46 0 0.9
"KASKAZINI UNGUJA" "KASKAZINI A" "MKWAJUNI" "NGWALI ZUBEIR MZEE" "CCM" "M" 3447 241 52.8
"KASKAZINI UNGUJA" "KASKAZINI A" "MKWAJUNI" "KHAMIS ALI ABUBAKAR" "CUF" "M" 2469 241 37.9
"KASKAZINI UNGUJA" "KASKAZINI A" "MKWAJUNI" "SHUKURU MAKAME SALEHE" "Jahazi Asilia" "M" 547 241 8.4
"KASKAZINI UNGUJA" "KASKAZINI A" "MKWAJUNI" "USSI HAJI HAJI" "CHADEMA" "M" 60 241 0.9
"KASKAZINI UNGUJA" "KASKAZINI A" "NUNGWI" "PANDU AME AME" "CCM" "M" 4794 0 58.8
"KASKAZINI UNGUJA" "KASKAZINI A" "NUNGWI" "OMAR NAHODA HASSAN" "CUF" "M" 3312 0 40.6
"KASKAZINI UNGUJA" "KASKAZINI A" "NUNGWI" "MAKAME AME KHATIB" "UPDP" "M" 48 0 0.6
"KASKAZINI UNGUJA" "KASKAZINI A" "TUMBATU" "HAMAD JUMA RAJAB" "CCM" "M" 5441 0 56.8
"KASKAZINI UNGUJA" "KASKAZINI A" "TUMBATU" "KHAMIS RASHID RASHID" "CUF" "M" 4100 0 42.8
"KASKAZINI UNGUJA" "KASKAZINI A" "TUMBATU" "ABDI HAJI KASSIM" "Jahazi Asilia" "M" 35 0 0.4
"KASKAZINI UNGUJA" "KASKAZINI B" "BUMBWINI" "SAAD MGENI FETEH" "CCM" "M" 6444 248 69.1
"KASKAZINI UNGUJA" "KASKAZINI B" "BUMBWINI" "HAJI MAKAME MAKAME" "CUF" "M" 2855 248 30.6
"KASKAZINI UNGUJA" "KASKAZINI B" "BUMBWINI" "VUAI FAKI KHAMIS" "Jahazi Asilia" "M" 25 248 0.3
"KASKAZINI UNGUJA" "KASKAZINI B" "BUMBWINI" "BAKARI JUMA SHARIFU" "TADEA" "M" 5 248 0.1
"KASKAZINI UNGUJA" "KASKAZINI B" "BUMBWINI" "OMAR BAKAR SULEIMAN" "UPDP" "M" 3 248 0
"KASKAZINI UNGUJA" "KASKAZINI B" "DONGE" "AMEIR MOHAMED ALI" "CCM" "M" 9553 79 90.9
"KASKAZINI UNGUJA" "KASKAZINI B" "DONGE" "HABIBU JUMA OTHMAN" "CUF" "M" 635 79 6
"KASKAZINI UNGUJA" "KASKAZINI B" "DONGE" "KHAMIS YUSSUF ALI" "Jahazi Asilia" "M" 129 79 1.2
"KASKAZINI UNGUJA" "KASKAZINI B" "DONGE" "ABDALLA JUMA DOLA" "CHADEMA" "M" 79 79 0.8
"KASKAZINI UNGUJA" "KASKAZINI B" "DONGE" "ABRAHMAN MACHANO YAHYA" "PPT-Maendeleo" "M" 69 79 0.7
"KASKAZINI UNGUJA" "KASKAZINI B" "DONGE" "HAJI MACHANO FAKIH" "UPDP" "M" 46 79 0.4
"KASKAZINI UNGUJA" "KASKAZINI B" "KITOPE" "BALOZI ALI IDD SEIF" "CCM" "M" 6815 200 87.5
"KASKAZINI UNGUJA" "KASKAZINI B" "KITOPE" "RASHID ALLY ABARANI" "CUF" "M" 857 200 11
"KASKAZINI UNGUJA" "KASKAZINI B" "KITOPE" "ABRAHMAN SAID RAMADHANI" "Jahazi Asilia" "M" 69 200 0.9
"KASKAZINI UNGUJA" "KASKAZINI B" "KITOPE" "ALI KHAMIS MWAJUMA" "UPDP" "F" 23 200 0.3
"KASKAZINI UNGUJA" "KASKAZINI B" "KITOPE" "MACHANO MAKAME YUSSUF" "TADEA" "M" 13 200 0.2
"KASKAZINI UNGUJA" "KASKAZINI B" "KITOPE" "FAKI NADHARI KUNDI" "UMD" "M" 12 200 0.2
"KIGOMA" "MANISPAA YA KIGOMA/UJIJI" "KIGOMA MJINI" "JOSEPH SERUKAMBA PETER" "CCM" "M" 29281 1739 55.7
"KIGOMA" "MANISPAA YA KIGOMA/UJIJI" "KIGOMA MJINI" "DR WALID KABOUROU AMAN" "CHADEMA" "M" 21720 1739 41.3
"KIGOMA" "MANISPAA YA KIGOMA/UJIJI" "KIGOMA MJINI" "OMARI MRISHO RUBIBI" "CUF" "M" 974 1739 1.9
"KIGOMA" "MANISPAA YA KIGOMA/UJIJI" "KIGOMA MJINI" "HUSSEIN BAKARI BEJI" "NCCR-MAGEUZI" "M" 327 1739 0.6
"KIGOMA" "MANISPAA YA KIGOMA/UJIJI" "KIGOMA MJINI" "VENANCE KONDO SHUKURU" "DP" "M" 105 1739 0.2
"KIGOMA" "MANISPAA YA KIGOMA/UJIJI" "KIGOMA MJINI" "IBRAHIMU KAPAPA ZAKALIA" "FORD" "M" 42 1739 0.1
"KIGOMA" "MANISPAA YA KIGOMA/UJIJI" "KIGOMA MJINI" "OMARI TITO MBAYA" "Jahazi Asilia" "M" 29 1739 0.1
"KIGOMA" "MANISPAA YA KIGOMA/UJIJI" "KIGOMA MJINI" "JAFARY ABDULRAZAKI TUNU" "TADEA" "M" 26 1739 0
"KIGOMA" "MANISPAA YA KIGOMA/UJIJI" "KIGOMA MJINI" "RAMADHANI JUMA MVANO" "SAU" "M" 22 1739 0
"KIGOMA" "MANISPAA YA KIGOMA/UJIJI" "KIGOMA MJINI" "HEMED ATHUMAN FUBE" "PPT-Maendeleo" "M" 18 1739 0
"KIGOMA" "MANISPAA YA KIGOMA/UJIJI" "KIGOMA MJINI" "KHALFANI MILEMBE JUMA" "UMD" "M" 13 1739 0
"KIGOMA" "MANISPAA YA KIGOMA/UJIJI" "KIGOMA MJINI" "AHMAD HAMISI DIGIO" "UPDP" "M" 7 1739 0
"KIGOMA" "WILAYA YA KASULU" "KASULU MAGHARIBI" "KILONTSI MUHAMA MPOROGOMYI" "CCM" "M" 35252 4221 56
"KIGOMA" "WILAYA YA KASULU" "KASULU MAGHARIBI" "SAMSONI SAMA SABUNI" "NCCR-MAGEUZI" "M" 15872 4221 25.2
"KIGOMA" "WILAYA YA KASULU" "KASULU MAGHARIBI" "KITUMBU DANGWA MATHIAS" "CHADEMA" "M" 10150 4221 16.1
"KIGOMA" "WILAYA YA KASULU" "KASULU MAGHARIBI" "IBRAHIM BIGENDAKO MAGARA" "CUF" "M" 1300 4221 2.1
"KIGOMA" "WILAYA YA KASULU" "KASULU MAGHARIBI" "RICHARD KIBILI KASOGOTA" "TLP" "M" 364 4221 0.6
"KIGOMA" "WILAYA YA KASULU" "KASULU MASHARIKI" "DANIEL NICODEMU NSANZUGWANKO" "CCM" "M" 51551 6298 56.1
"KIGOMA" "WILAYA YA KASULU" "KASULU MASHARIKI" "AGRIPINA ZAITUNI BUYOGERA" "NCCR-MAGEUZI" "F" 35281 6298 38.4
"KIGOMA" "WILAYA YA KASULU" "KASULU MASHARIKI" "CHARLES FRANCIS KAHISE" "CHADEMA" "M" 3279 6298 3.6
"KIGOMA" "WILAYA YA KASULU" "KASULU MASHARIKI" "RAMADHAN FERUZI MRISHO" "CUF" "M" 1708 6298 1.9
"KIGOMA" "WILAYA YA KIBONDO" "BUYUNGU" "CHRISTOPHER KAJORO CHIZA" "CCM" "M" 28794 3063 79.6
"KIGOMA" "WILAYA YA KIBONDO" "BUYUNGU" "BAJORA KAMUNYU MARCO" "NCCR-MAGEUZI" "M" 5865 3063 16.2
"KIGOMA" "WILAYA YA KIBONDO" "BUYUNGU" "EDWARD ATHANAS RUTERA" "CUF" "M" 767 3063 2.1
"KIGOMA" "WILAYA YA KIBONDO" "BUYUNGU" "EMMANUEL NDIMUGWANKO MARUGU" "CHADEMA" "M" 750 3063 2.1
"KIGOMA" "WILAYA YA KIBONDO" "MUHAMBWE" "FELIX KIJIKO NTIBENDA" "CCM" "M" 42028 3998 82
"KIGOMA" "WILAYA YA KIBONDO" "MUHAMBWE" "CLAVERY NTITANGA NTIDYICHA" "CHADEMA" "M" 8342 3998 16.3
"KIGOMA" "WILAYA YA KIBONDO" "MUHAMBWE" "VEEDASTO KAMHANDA PESAMBILI" "CUF" "M" 538 3998 1
"KIGOMA" "WILAYA YA KIBONDO" "MUHAMBWE" "RUHOMOKA NTAWUNDI WILLIAM" "TLP" "M" 355 3998 0.7
"KIGOMA" "WILAYA YA KIGOMA" "KIGOMA KASKAZINI" "KABWE ZUBERI ZITTO" "CHADEMA" "M" 28198 2348 51.1
"KIGOMA" "WILAYA YA KIGOMA" "KIGOMA KASKAZINI" "KAHENA MAYONGA HALIMENSHI" "CCM" "M" 21822 2348 39.6
"KIGOMA" "WILAYA YA KIGOMA" "KIGOMA KASKAZINI" "LAZARO KASEBA MATETE" "CUF" "M" 3738 2348 6.8
"KIGOMA" "WILAYA YA KIGOMA" "KIGOMA KASKAZINI" "MBOLEGWA PETER AUGOSTINO" "NCCR-MAGEUZI" "M" 1086 2348 2
"KIGOMA" "WILAYA YA KIGOMA" "KIGOMA KASKAZINI" "ISMAIL KAMENAMBEHO RAJABU" "Jahazi Asilia" "M" 130 2348 0.2
"KIGOMA" "WILAYA YA KIGOMA" "KIGOMA KASKAZINI" "MAARUFU NDOBA RAMADHANI" "UMD" "M" 80 2348 0.1
"KIGOMA" "WILAYA YA KIGOMA" "KIGOMA KASKAZINI" "MOHAMED GINDI OMARI" "UPDP" "M" 59 2348 0.1
"KIGOMA" "WILAYA YA KIGOMA" "KIGOMA KASKAZINI" "RASHID WAMALA KASSIM" "DP" "M" 49 2348 0.1
"KIGOMA" "WILAYA YA KIGOMA" "KIGOMA KUSINI" "MANJU SALUM MSAMBYA" "CCM" "M" 35947 3962 48.4
"KIGOMA" "WILAYA YA KIGOMA" "KIGOMA KUSINI" "GULAMHUSSEIN SHABANI KIFU" "NCCR-MAGEUZI" "M" 18840 3962 25.3
"KIGOMA" "WILAYA YA KIGOMA" "KIGOMA KUSINI" "RAJABALI HASSANALI MUSLIM" "CHADEMA" "M" 16460 3962 22.1
"KIGOMA" "WILAYA YA KIGOMA" "KIGOMA KUSINI" "YAHAYA VUBHUKA EDWARD" "CUF" "M" 2171 3962 2.9
"KIGOMA" "WILAYA YA KIGOMA" "KIGOMA KUSINI" "DANIEL NTAONDENGA MANDELA" "FORD" "M" 400 3962 0.5
"KIGOMA" "WILAYA YA KIGOMA" "KIGOMA KUSINI" "JOHN FUMBO PHILIPO" "DP" "M" 305 3962 0.4
"KIGOMA" "WILAYA YA KIGOMA" "KIGOMA KUSINI" "AYUBU RAMADHANI RASHID" "SAU" "M" 111 3962 0.1
"KIGOMA" "WILAYA YA KIGOMA" "KIGOMA KUSINI" "MRISHO KALIZA ZABIBU" "UMD" "F" 75 3962 0.1
"KIGOMA" "WILAYA YA KIGOMA" "KIGOMA KUSINI" "MALIKI ATHUMANI MWAJUMA" "UPDP" "F" 31 3962 0
"KILIMANJARO" "MANISPAA YA MOSHI" "MOSHI MJINI" "PHILEMON NDESAMBURO" "CHADEMA" "M" 32035 2024 56.5
"KILIMANJARO" "MANISPAA YA MOSHI" "MOSHI MJINI" "ELIZABETH MARO MINDE" "CCM" "F" 23773 2024 41.9
"KILIMANJARO" "MANISPAA YA MOSHI" "MOSHI MJINI" "MANGA JUMA MMBAGHA" "CUF" "M" 435 2024 0.8
"KILIMANJARO" "MANISPAA YA MOSHI" "MOSHI MJINI" "POLPHREY KISASI LYIMO" "TLP" "M" 261 2024 0.5
"KILIMANJARO" "MANISPAA YA MOSHI" "MOSHI MJINI" "FAUSTIN KALLAGESYE SUNGURA" "NCCR-MAGEUZI" "M" 127 2024 0.2
"KILIMANJARO" "MANISPAA YA MOSHI" "MOSHI MJINI" "KIRETI KAMASHO ISAAC" "MAKINI" "M" 80 2024 0.1
"KILIMANJARO" "WILAYA YA HAI" "HAI" "GODWIN KIMBITA FUYA" "CCM" "M" 35822 1720 58.8
"KILIMANJARO" "WILAYA YA HAI" "HAI" "CLEMENT ZABLON KWAYU" "CHADEMA" "M" 23737 1720 39
"KILIMANJARO" "WILAYA YA HAI" "HAI" "SALIMIN SULEIMAN KISAMO" "CUF" "M" 818 1720 1.3
"KILIMANJARO" "WILAYA YA HAI" "HAI" "ISAAC ALEWINGA NDASHUKA" "PPT-Maendeleo" "M" 497 1720 0.8
"KILIMANJARO" "WILAYA YA HAI" "SIHA" "DEAISILE MWANRI AGGREY" "CCM" "M" 26620 1325 83.2
"KILIMANJARO" "WILAYA YA HAI" "SIHA" "ELIAS MOSI MAKIDARA" "CHADEMA" "M" 4678 1325 14.6
"KILIMANJARO" "WILAYA YA HAI" "SIHA" "STANISLAUS MATANDA MALYA" "TLP" "M" 294 1325 0.9
"KILIMANJARO" "WILAYA YA HAI" "SIHA" "MOSESI ABINERI MUNUO" "CUF" "M" 215 1325 0.7
"KILIMANJARO" "WILAYA YA HAI" "SIHA" "REGNOLD ELIREHEMA MASAKI" "CHAUSTA" "M" 92 1325 0.3
"KILIMANJARO" "WILAYA YA HAI" "SIHA" "LAMECK VEHANKIRA MMARI" "SAU" "M" 89 1325 0.3
"KILIMANJARO" "WILAYA YA MOSHI" "MOSHI VIJIJINI" "DR CYRIL AUGUST CHAMI" "CCM" "M" 49372 3057 71.2
"KILIMANJARO" "WILAYA YA MOSHI" "MOSHI VIJIJINI" "ANTHONY CALIST KOMU" "CHADEMA" "M" 18111 3057 26.1
"KILIMANJARO" "WILAYA YA MOSHI" "MOSHI VIJIJINI" "GERALD JOSEPH NGOTOLAINYO" "TLP" "M" 1328 3057 1.9
"KILIMANJARO" "WILAYA YA MOSHI" "MOSHI VIJIJINI" "ELIAS OBOTE KIMAMBO" "DP" "M" 299 3057 0.4
"KILIMANJARO" "WILAYA YA MOSHI" "MOSHI VIJIJINI" "EZEKIEL LENGOLONG MOLLELY" "NCCR-MAGEUZI" "M" 276 3057 0.4
"KILIMANJARO" "WILAYA YA MOSHI" "MOSHI VIJIJINI" "STEPHEN MKYAMISE  NGUMA" "CUF" "M" 0 3057 NA
"KILIMANJARO" "WILAYA YA MOSHI" "MOSHI VIJIJINI" "STEPHEN MKYAMISE NGUMA" "CUF" "M" 0 3057 NA
"KILIMANJARO" "WILAYA YA MOSHI" "VUNJO" "ALOYCE BENT KIMARO" "CCM" "M" 30554 2112 43.8
"KILIMANJARO" "WILAYA YA MOSHI" "VUNJO" "JESSE JEREMIA MAKUNDI" "TLP" "M" 21771 2112 31.2
"KILIMANJARO" "WILAYA YA MOSHI" "VUNJO" "RAYMOND SAMBULI MOSHA" "CHADEMA" "M" 8280 2112 11.9
"KILIMANJARO" "WILAYA YA MOSHI" "VUNJO" "DR BALTAZARY FRANCIS MBATIA" "NCCR-MAGEUZI" "M" 8005 2112 11.5
